Reg-Nr.,Name,Bestand,Beschwerden,Typ,Jahr
1033,HDI-GERLING LEBEN,2059448,100,Leben,2010
1158,HEIDELBERGER LV,465325,55,Leben,2010
1137,HELVETIA LEBEN,129807,7,Leben,2010
1055,HUK-COBURG LEBEN,712603,16,Leben,2010
1047,IDEAL LEBEN,532606,4,Leben,2010
1048,IDUNA VEREINIGTE LV,2062999,48,Leben,2010
1119,INTERRISK LEBENSVERS.,90510,4,Leben,2010
1045,KARLSRUHER LV AG,117594,6,Leben,2010
1054,LANDESLEBENSHILFE,21086,1,Leben,2010
1062,LEBENSVERS. VON 1871,710833,21,Leben,2010
1112,LVM LEBEN,765684,12,Leben,2010
1109,MECKLENBURG. LEBEN,162275,3,Leben,2010
1064,MÜNCHEN. VEREIN LEBEN,145634,2,Leben,2010
1193,NECKERMANN LEBEN,64942,1,Leben,2010
1164,NEUE LEBEN LEBENSVERS,823139,17,Leben,2010
1147,NÜRNBG. LEBEN,3032110,127,Leben,2010
1177,OECO CAPITAL LEBEN,24324,6,Leben,2010
1115,ONTOS LEBEN,44065,3,Leben,2010
1194,PB LEBENSVERSICHERUNG,364553,23,Leben,2010
1145,PBV LEBEN,941112,51,Leben,2010
1123,PLUS LEBEN,30247,6,Leben,2010
1309,PROTEKTOR LV AG,166593,10,Leben,2010
1081,PROV. LEBEN HANNOVER,851185,6,Leben,2010
1083,PROV.NORDWEST LEBEN,1825248,33,Leben,2010
1082,PROV.RHEINLAND LEBEN,1332662,25,Leben,2010
1141,R+V LEBENSVERS. AG,3999190,57,Leben,2010
1018,RHEINLAND LEBEN,278459,3,Leben,2010
1168,SCHWESTERN VERS.,23606,1,Leben,2010
1157,SKANDIA LEBEN,367829,25,Leben,2010
1153,SPARK.-VERS.SACHS.LEB,455070,4,Leben,2010
1104,STUTTGARTER LEBEN,424350,15,Leben,2010
1091,SV SPARKASSENVERS.,1723756,24,Leben,2010
1090,SWISS LIFE AG   (CH),948843,23,Leben,2010
1132,TARGO LEBEN AG,1695123,40,Leben,2010
1152,UELZENER LEBEN,13025,3,Leben,2010
1092,UNIVERSA LEBEN,206558,7,Leben,2010
1140,VICTORIA LEBEN,2260940,100,Leben,2010
1099,VOLKSWOHL-BUND LEBEN,1278243,32,Leben,2010
1151,VORSORGE LEBEN,129523,6,Leben,2010
1160,VPV LEBEN,1069224,24,Leben,2010
1103,WWK LEBEN,962834,39,Leben,2010
1005,WÜRTT. LEBEN,2691814,73,Leben,2010
1138,ZURICH DTSCH. HEROLD,3833337,150,Leben,2010
5342,AACHENMüNCHENER VERS.,1652018,21,Unfall,2010
5498,ADAC-SCHUTZBRIEF VERS,3108446,3,Unfall,2010
5581,ADLER VERSICHERUNG AG,224659,1,Unfall,2010
5312,ALLIANZ VERS.,4999001,95,Unfall,2010
5455,ARAG ALLG. VERS.,20499570,7,Unfall,2010
5397,ASSTEL SACH,33188,2,Unfall,2010
5515,AXA VERS.,1000968,12,Unfall,2010
5792,BADEN-BADENER VERS.,278661,12,Unfall,2010
5317,BARMENIA ALLG. VERS.,126415,3,Unfall,2010
5633,BASLER SECURITAS,149499,3,Unfall,2010
5310,BAYER. BEAMTEN VERS.,166638,3,Unfall,2010
5324,BAYER.VERS.VERB.AG,624969,6,Unfall,2010
5338,CONCORDIA VERS.,301856,8,Unfall,2010
5340,CONTINENTALE SACHVERS,699996,6,Unfall,2010
5552,COSMOS VERS.,192765,2,Unfall,2010
5311,DBV DT. BEAMTEN-VERS.,276051,2,Unfall,2010
5549,DEBEKA ALLGEMEINE,1775135,3,Unfall,2010
5513,DEVK ALLG. VERS.,773829,1,Unfall,2010
5344,DEVK DT. EISENB. SACH,264260,1,Unfall,2010
5350,DT. RING SACHVERS.,369202,8,Unfall,2010
5562,ERGO DIREKT,313349,4,Unfall,2010
5472,ERGO VERSICHERUNG,2915785,106,Unfall,2010
5024,FEUERSOZIETÄT,49140,2,Unfall,2010
5473,GENERALI VERSICHERUNG,2927509,23,Unfall,2010
5858,GOTHAER ALLGEMEINE AG,704768,24,Unfall,2010
5085,HDI DIREKT,183711,2,Unfall,2010
5512,HDI-GERLING FIRMEN,393672,4,Unfall,2010
5384,HELVETIA VERS.,129436,1,Unfall,2010
5375,HUK-COBURG,1017664,1,Unfall,2010
5573,IDEAL VERS.,22642,1,Unfall,2010
5546,INTER ALLG. VERS.,137935,1,Unfall,2010
5057,INTERLLOYD VERS.AG,56251,2,Unfall,2010
5780,INTERRISK VERS.,394298,2,Unfall,2010
5078,JANITOS VERSICHERUNG,127186,2,Unfall,2010
5399,KRAVAG-SACH,16378,4,Unfall,2010
5362,LANDESSCHADENHILFE,2677,1,Unfall,2010
5402,LVM SACH,885986,7,Unfall,2010
5412,MECKLENBURG. VERS.,139064,5,Unfall,2010
5414,MÜNCHEN. VEREIN ALLG.,47110,2,Unfall,2010
5015,NV-VERSICHERUNGEN,61276,1,Unfall,2010
5426,NÜRNBG. ALLG.,615641,27,Unfall,2010
5686,NÜRNBG. BEAMTEN ALLG.,102224,1,Unfall,2010
5017,OSTANGLER BRANDGILDE,22079,2,Unfall,2010
5074,PB VERSICHERUNG,45340,1,Unfall,2010
5446,PROV.NORD BRANDKASSE,327088,1,Unfall,2010
5095,PROV.RHEINLAND VERS.,1014146,11,Unfall,2010
5583,PVAG POLIZEIVERS.,304921,1,Unfall,2010
5438,R+V ALLGEMEINE VERS.,1528891,8,Unfall,2010
5798,RHEINLAND VERS. AG,73308,1,Unfall,2010
5125,SIGNAL IDUNA ALLG.,1802216,25,Unfall,2010
5781,SPARK.-VERS.SACHS.ALL,70713,2,Unfall,2010
5586,STUTTGARTER VERS.,484037,15,Unfall,2010
5036,SV SPARK.VERSICHER.,286106,1,Unfall,2010
5790,TARGO VERSICHERUNG,164594,9,Unfall,2010
5463,UNIVERSA ALLG. VERS.,68832,2,Unfall,2010
5511,VER. VERS.GES.DTSCHL.,109243,1,Unfall,2010
5400,VGH LAND.BRAND.HAN.,5509978,1,Unfall,2010
5862,VHV ALLGEMEINE VERS.,306084,1,Unfall,2010
5484,VOLKSWOHL-BUND SACH,180760,2,Unfall,2010
5461,VPV ALLGEMEINE VERS.,155025,1,Unfall,2010
5093,WESTF.PROV.VERS.AG,1058045,2,Unfall,2010
5525,WGV-VERSICHERUNG,75897,1,Unfall,2010
5476,WWK ALLGEMEINE VERS.,218815,9,Unfall,2010
5783,WÜRTT. VERS.,745830,12,Unfall,2010
5590,WÜRZBURGER VERSICHER.,57346,4,Unfall,2010
5050,ZURICH VERS. AG,2441268,10,Unfall,2010
4034,ALLIANZ PRIV.KV AG,2411605,173,Kranken,2011
4142,ALTE OLDENBURGER,149049,2,Kranken,2011
4112,ARAG KRANKEN,461297,17,Kranken,2011
4095,AXA KRANKEN,1458768,161,Kranken,2011
4042,BARMENIA KRANKEN,1259167,69,Kranken,2011
4134,BAYERISCHE BEAMTEN K,1038828,81,Kranken,2011
4004,CENTRAL KRANKEN,1841425,182,Kranken,2011
4118,CONCORDIA KRANKEN,82696,1,Kranken,2011
4001,CONTINENTALE KRANKEN,1311946,68,Kranken,2011
4028,DEBEKA KRANKEN,3687670,83,Kranken,2011
4044,DKV AG,4388757,262,Kranken,2011
4013,DT. RING KRANKEN,652343,32,Kranken,2011
4121,ENVIVAS KRANKEN,313746,4,Kranken,2011
4126,ERGO DIREKT KRANKEN,1266491,15,Kranken,2011
4053,FREIE ARZTKASSE,29803,2,Kranken,2011
4119,GOTHAER KV AG,548370,96,Kranken,2011
4043,HALLESCHE KRANKEN,609860,58,Kranken,2011
4144,HANSEMERKUR KRANKEN_V,1268297,48,Kranken,2011
4122,HANSEMERKUR S.KRANKEN,4384110,3,Kranken,2011
4117,HUK-COBURG KRANKEN,892836,40,Kranken,2011
4031,INTER KRANKEN,379250,29,Kranken,2011
4011,LANDESKRANKENHILFE,403659,21,Kranken,2011
4109,LVM KRANKEN,294773,8,Kranken,2011
4123,MANNHEIMER KRANKEN,77264,9,Kranken,2011
4037,MﾜNCHEN.VEREIN KV,247699,35,Kranken,2011
4125,NﾜRNBG. KRANKEN,232233,9,Kranken,2011
4116,R+V KRANKEN,495489,4,Kranken,2011
4002,SIGNAL KRANKEN,1986093,57,Kranken,2011
4039,SﾜDDEUTSCHE KRANKEN,587445,10,Kranken,2011
4108,UNION KRANKENVERS.,1040434,49,Kranken,2011
4045,UNIVERSA KRANKEN,361121,24,Kranken,2011
4139,WﾜRTT. KRANKEN,172593,4,Kranken,2011
1001,AACHENMüNCHENER LEB.,5444437,84,Leben,2011
1162,AGEAS DEUTSCHLAND,126623,1,Leben,2011
1006,ALLIANZ LEBEN,10277961,270,Leben,2011
1007,ALTE LEIPZIGER LEBEN,1064893,19,Leben,2011
1035,ARAG LEBEN,332676,12,Leben,2011
1303,ASSTEL LEBEN,326518,20,Leben,2011
1020,AXA LEBEN,1778207,39,Leben,2011
1011,BARMENIA LEBEN,238571,6,Leben,2011
1012,BASLER LEBEN,156703,5,Leben,2011
1013,BAYER. BEAMTEN LEBEN,305848,15,Leben,2011
1015,BAYERN-VERS.,1761473,36,Leben,2011
1122,CONCORDIA LEBEN,141966,1,Leben,2011
1021,CONDOR LEBEN,202861,8,Leben,2011
1335,CONTINENTALE LV AG,633245,10,Leben,2011
1022,COSMOS LEBEN,1392744,30,Leben,2011
1146,DBV DEUTSCHE BEAMTEN,1840042,44,Leben,2011
1023,DEBEKA LEBEN,3374473,21,Leben,2011
1167,DELTA DIREKT LEBEN,75389,2,Leben,2011
1017,DELTA LLOYD LEBEN,521932,28,Leben,2011
1136,DEVK ALLG. LEBEN,752685,12,Leben,2011
1025,DEVK DT. EISENBAHN LV,722088,4,Leben,2011
1113,DIALOG LEBEN,256551,2,Leben,2011
1148,DT. LEBENSVERS.,331816,5,Leben,2011
1028,DT. RING LEBEN,879176,45,Leben,2011
1180,DT. ÄRZTEVERSICHERUNG,197520,9,Leben,2011
1130,ERGO DIREKT LEBEN AG,1243397,26,Leben,2011
1184,ERGO LEBEN AG,5892458,147,Leben,2011
1107,EUROPA LEBEN,453851,5,Leben,2011
1310,FAMILIENFüRSORGE LV,275868,9,Leben,2011
1139,GENERALI LEBEN AG,5037975,107,Leben,2011
1108,GOTHAER LEBEN AG,1180672,71,Leben,2011
1040,HAMB. LEBEN,24383,5,Leben,2011
1312,HANNOVERSCHE LV AG,859239,28,Leben,2011
1114,HANSEMERKUR LEBEN,211550,5,Leben,2011
1033,HDI-GERLING LEBEN,2645637,104,Leben,2011
1158,HEIDELBERGER LV,453800,25,Leben,2011
1137,HELVETIA LEBEN,134351,3,Leben,2011
1055,HUK-COBURG LEBEN,706126,9,Leben,2011
1047,IDEAL LEBEN,538769,3,Leben,2011
1048,IDUNA VEREINIGTE LV,1993991,44,Leben,2011
1119,INTERRISK LEBENSVERS.,91167,2,Leben,2011
1330,INTER LEBENSVERS. AG,163802,4,Leben,2011
1045,KARLSRUHER LV AG,113163,1,Leben,2011
1054,LANDESLEBENSHILFE,20321,3,Leben,2011
1062,LEBENSVERS. VON 1871,710573,26,Leben,2011
1112,LVM LEBEN,773924,8,Leben,2011
1198,MAMAX LEBEN,13961,1,Leben,2011
1109,MECKLENBURG. LEBEN,164050,2,Leben,2011
1064,MÜNCHEN. VEREIN LEBEN,146583,6,Leben,2011
1164,NEUE LEBEN LEBENSVERS,853506,14,Leben,2011
1147,NÜRNBG. LEBEN,2976036,114,Leben,2011
1177,OECO CAPITAL LEBEN,27529,1,Leben,2011
1056,OEFF. LEBEN BERLIN,205547,2,Leben,2011
1194,PB LEBENSVERSICHERUNG,364943,19,Leben,2011
1145,PBV LEBEN,897407,19,Leben,2011
1123,PLUS LEBEN,127023,5,Leben,2011
1309,PROTEKTOR LV AG,154947,11,Leben,2011
1081,PROV. LEBEN HANNOVER,853729,8,Leben,2011
1083,PROV.NORDWEST LEBEN,1814937,22,Leben,2011
1082,PROV.RHEINLAND LEBEN,1356623,18,Leben,2011
1085,R+V LEBEN,6939,1,Leben,2011
1141,R+V LEBENSVERS. AG,4057054,44,Leben,2011
1018,RHEINLAND LEBEN,281197,7,Leben,2011
1150,SAARLAND LEBEN,149342,1,Leben,2011
1157,SKANDIA LEBEN,361475,20,Leben,2011
1153,SPARK.-VERS.SACHS.LEB,476060,8,Leben,2011
1104,STUTTGARTER LEBEN,417443,11,Leben,2011
1091,SV SPARKASSENVERS.,1742381,24,Leben,2011
1090,SWISS LIFE AG   (CH),888891,29,Leben,2011
1132,TARGO LEBEN AG,1595153,28,Leben,2011
1152,UELZENER LEBEN,13420,1,Leben,2011
1092,UNIVERSA LEBEN,199553,4,Leben,2011
1093,VER.POSTVERS.,24,2,Leben,2011
1140,VICTORIA LEBEN,1665798,84,Leben,2011
1099,VOLKSWOHL-BUND LEBEN,1308448,16,Leben,2011
1151,VORSORGE LEBEN,141101,6,Leben,2011
1160,VPV LEBEN,1023880,29,Leben,2011
1103,WWK LEBEN,964177,34,Leben,2011
1005,WÜRTT. LEBEN,2617632,67,Leben,2011
1138,ZURICH DTSCH. HEROLD,3805085,131,Leben,2011
5342,AACHENMüNCHENER VERS.,1651306,12,Unfall,2011
5498,ADAC-SCHUTZBRIEF VERS,3317565,4,Unfall,2011
5312,ALLIANZ VERS.,4773321,64,Unfall,2011
5455,ARAG ALLG. VERS.,21014437,7,Unfall,2011
5515,AXA VERS.,848180,8,Unfall,2011
5792,BADEN-BADENER VERS.,278001,3,Unfall,2011
5317,BARMENIA ALLG. VERS.,131087,3,Unfall,2011
5310,BAYER. BEAMTEN VERS.,167912,6,Unfall,2011
5324,BAYER.VERS.VERB.AG,657147,4,Unfall,2011
5338,CONCORDIA VERS.,317764,7,Unfall,2011
5340,CONTINENTALE SACHVERS,675574,5,Unfall,2011
5552,COSMOS VERS.,191439,4,Unfall,2011
5311,DBV DT. BEAMTEN-VERS.,211995,3,Unfall,2011
5549,DEBEKA ALLGEMEINE,1805396,4,Unfall,2011
5513,DEVK ALLG. VERS.,817212,4,Unfall,2011
5344,DEVK DT. EISENB. SACH,266386,1,Unfall,2011
5350,DT. RING SACHVERS.,368466,8,Unfall,2011
5562,ERGO DIREKT,298686,2,Unfall,2011
5472,ERGO VERSICHERUNG,2759287,83,Unfall,2011
5473,GENERALI VERSICHERUNG,3973501,20,Unfall,2011
5858,GOTHAER ALLGEMEINE AG,742725,17,Unfall,2011
5374,HAFTPFLICHTK.DARMST.,132141,1,Unfall,2011
5085,HDI DIREKT,175396,4,Unfall,2011
5512,HDI-GERLING FIRMEN,371652,4,Unfall,2011
5375,HUK-COBURG,1008581,2,Unfall,2011
5521,HUK-COBURG ALLG. VERS.,520169,2,Unfall,2011
5546,INTER ALLG. VERS.,136335,1,Unfall,2011
5780,INTERRISK VERS.,390813,3,Unfall,2011
5078,JANITOS VERSICHERUNG,141083,2,Unfall,2011
5402,LVM SACH,883846,10,Unfall,2011
5061,MANNHEIMER VERS.,73112,1,Unfall,2011
5412,MECKLENBURG. VERS.,138514,4,Unfall,2011
5426,NÜRNBG. ALLG.,601621,18,Unfall,2011
5686,NÜRNBG. BEAMTEN ALLG.,97820,1,Unfall,2011
5446,PROV.NORD BRANDKASSE,339385,4,Unfall,2011
5095,PROV.RHEINLAND VERS.,928483,3,Unfall,2011
5583,PVAG POLIZEIVERS.,311215,1,Unfall,2011
5438,R+V ALLGEMEINE VERS.,1537764,15,Unfall,2011
5125,SIGNAL IDUNA ALLG.,1773237,10,Unfall,2011
5586,STUTTGARTER VERS.,453754,11,Unfall,2011
5036,SV SPARK.VERSICHER.,276566,1,Unfall,2011
5790,TARGO VERSICHERUNG,141965,4,Unfall,2011
5400,VGH LAND.BRAND.HAN.,5496076,3,Unfall,2011
5862,VHV ALLGEMEINE VERS.,318610,2,Unfall,2011
5484,VOLKSWOHL-BUND SACH,180074,3,Unfall,2011
5093,WESTF.PROV.VERS.AG,956986,1,Unfall,2011
5476,WWK ALLGEMEINE VERS.,231356,5,Unfall,2011
5479,WÜRTT. GEMEINDE-VERS.,146207,1,Unfall,2011
5783,WÜRTT. VERS.,726492,6,Unfall,2011
4034,ALLIANZ PRIV.KV AG,2456612,158,Kranken,2012
4010,ALTE OLDENBG. KRANKEN,99804,1,Kranken,2012
4142,ALTE OLDENBURGER,151461,1,Kranken,2012
4112,ARAG KRANKEN,497030,28,Kranken,2012
4095,AXA KRANKEN,1488680,154,Kranken,2012
4042,BARMENIA KRANKEN,1251336,44,Kranken,2012
4134,BAYERISCHE BEAMTEN K,1050684,59,Kranken,2012
4004,CENTRAL KRANKEN,1851290,343,Kranken,2012
4118,CONCORDIA KRANKEN,85516,4,Kranken,2012
4001,CONTINENTALE KRANKEN,1304911,66,Kranken,2012
4028,DEBEKA KRANKEN,3774546,96,Kranken,2012
4131,DEVK KRANKENVERS.-AG,312157,5,Kranken,2012
4044,DKV AG,4424312,198,Kranken,2012
4013,DT. RING KRANKEN,657617,22,Kranken,2012
4121,ENVIVAS KRANKEN,348166,3,Kranken,2012
4126,ERGO DIREKT KRANKEN,1317009,32,Kranken,2012
4053,FREIE ARZTKASSE,29390,1,Kranken,2012
4119,GOTHAER KV AG,569300,100,Kranken,2012
4043,HALLESCHE KRANKEN,629561,55,Kranken,2012
4144,HANSEMERKUR KRANKEN_V,1327239,60,Kranken,2012
4122,HANSEMERKUR S.KRANKEN,4775678,1,Kranken,2012
4117,HUK-COBURG KRANKEN,925720,37,Kranken,2012
4031,INTER KRANKEN,375065,35,Kranken,2012
4011,LANDESKRANKENHILFE,398027,21,Kranken,2012
4109,LVM KRANKEN,304012,6,Kranken,2012
4123,MANNHEIMER KRANKEN,77759,11,Kranken,2012
4037,MÜNCHEN.VEREIN KV,251627,36,Kranken,2012
4125,NÜRNBG. KRANKEN,238286,11,Kranken,2012
4080,OPEL AKTIV PLUS,94654,1,Kranken,2012
4116,R+V KRANKEN,552843,7,Kranken,2012
4002,SIGNAL KRANKEN,1983192,55,Kranken,2012
4039,SÜDDEUTSCHE KRANKEN,599203,5,Kranken,2012
4108,UNION KRANKENVERS.,1059330,32,Kranken,2012
4045,UNIVERSA KRANKEN,360945,20,Kranken,2012
4139,WÜRTT. KRANKEN,192658,5,Kranken,2012
1001,AACHENMüNCHENER LEB.,5372064,83,Leben,2012
1006,ALLIANZ LEBEN,10344206,191,Leben,2012
1007,ALTE LEIPZIGER LEBEN,1124935,28,Leben,2012
1035,ARAG LEBEN,340964,11,Leben,2012
1303,ASSTEL LEBEN,316091,23,Leben,2012
1020,AXA LEBEN,1721239,61,Leben,2012
1011,BARMENIA LEBEN,237485,7,Leben,2012
1028,BASLER LEBEN,776039,23,Leben,2012
1012,BASLER LEBEN (CH),148177,2,Leben,2012
1013,BAYER. BEAMTEN LEBEN,283500,6,Leben,2012
1015,BAYERN-VERS.,1774764,21,Leben,2012
1122,CONCORDIA LEBEN,141368,4,Leben,2012
1021,CONDOR LEBEN,210734,2,Leben,2012
1335,CONTINENTALE LV AG,633567,16,Leben,2012
1022,COSMOS LEBEN,1379780,34,Leben,2012
1146,DBV DEUTSCHE BEAMTEN,1708465,28,Leben,2012
1023,DEBEKA LEBEN,3439980,33,Leben,2012
1017,DELTA LLOYD LEBEN,471574,20,Leben,2012
1136,DEVK ALLG. LEBEN,784946,11,Leben,2012
1025,DEVK DT. EISENBAHN LV,700176,1,Leben,2012
1110,DIREKTE LEBEN,132604,1,Leben,2012
1180,DT. ÄRZTEVERSICHERUNG,199960,8,Leben,2012
1148,DT. LEBENSVERS.,386890,9,Leben,2012
1130,ERGO DIREKT LEBEN AG,1214088,23,Leben,2012
1184,ERGO LEBEN AG,5702749,129,Leben,2012
1107,EUROPA LEBEN,456901,3,Leben,2012
1310,FAMILIENFüRSORGE LV,273058,10,Leben,2012
1139,GENERALI LEBEN AG,4942957,123,Leben,2012
1108,GOTHAER LEBEN AG,1150770,34,Leben,2012
1040,HAMB. LEBEN,23401,3,Leben,2012
1312,HANNOVERSCHE LV AG,870342,22,Leben,2012
1114,HANSEMERKUR LEBEN,210520,5,Leben,2012
1192,HANSEMERKUR24 LV AG,6314,1,Leben,2012
1033,HDI LEBEN AG,2593787,100,Leben,2012
1158,HEIDELBERGER LV,442564,26,Leben,2012
1137,HELVETIA LEBEN,140631,4,Leben,2012
1055,HUK-COBURG LEBEN,705202,8,Leben,2012
1047,IDEAL LEBEN,547603,6,Leben,2012
1048,IDUNA VEREINIGTE LV,1938525,53,Leben,2012
1330,INTER LEBENSVERS. AG,156028,2,Leben,2012
1045,KARLSRUHER LV AG,110075,2,Leben,2012
1062,LEBENSVERS. VON 1871,710296,18,Leben,2012
1112,LVM LEBEN,783049,7,Leben,2012
1198,MAMAX LEBEN,16111,1,Leben,2012
1109,MECKLENBURG. LEBEN,166170,2,Leben,2012
1064,MÜNCHEN. VEREIN LEBEN,148234,5,Leben,2012
1134,NEUE BAYER. BEAMTEN,94882,3,Leben,2012
1164,NEUE LEBEN LEBENSVERS,876439,9,Leben,2012
1131,NÜRNBERGER BEAMTEN LV,35671,2,Leben,2012
1147,NÜRNBG. LEBEN,2938932,136,Leben,2012
1177,OECO CAPITAL LEBEN,32424,3,Leben,2012
1056,OEFF. LEBEN BERLIN,215871,2,Leben,2012
1194,PB LEBENSVERSICHERUNG,1221241,39,Leben,2012
1123,PLUS LEBEN,111100,1,Leben,2012
1309,PROTEKTOR LV AG,143818,10,Leben,2012
1081,PROV. LEBEN HANNOVER,849213,7,Leben,2012
1083,PROV.NORDWEST LEBEN,1797441,24,Leben,2012
1082,PROV.RHEINLAND LEBEN,1361287,20,Leben,2012
1018,RHEINLAND LEBEN,282884,5,Leben,2012
1085,R+V LEBEN,64521,6,Leben,2012
1141,R+V LEBENSVERS. AG,4127219,47,Leben,2012
1150,SAARLAND LEBEN,150866,1,Leben,2012
1157,SKANDIA LEBEN,352472,29,Leben,2012
1153,SPARK.-VERS.SACHS.LEB,497480,6,Leben,2012
1104,STUTTGARTER LEBEN,422197,15,Leben,2012
1091,SV SPARKASSENVERS.,1739072,11,Leben,2012
1090,SWISS LIFE AG (CH),876061,37,Leben,2012
1132,TARGO LEBEN AG,1567352,20,Leben,2012
1092,UNIVERSA LEBEN,193431,1,Leben,2012
1093,VER.POSTVERS.,23,3,Leben,2012
1140,VICTORIA LEBEN,1519379,63,Leben,2012
1099,VOLKSWOHL-BUND LEBEN,1344512,26,Leben,2012
1151,VORSORGE LEBEN,149504,10,Leben,2012
1160,VPV LEBEN,978326,22,Leben,2012
1005,WÜRTT. LEBEN,2540709,39,Leben,2012
1103,WWK LEBEN,960250,35,Leben,2012
1138,ZURICH DTSCH. HEROLD,3746685,108,Leben,2012
5342,AACHENMüNCHENER VERS.,1633682,11,Unfall,2012
5498,ADAC - SCHUTZBRIEF VERS.,3598107,4,Unfall,2012
5312,ALLIANZ VERS.,4553907,38,Unfall,2012
5455,ARAG ALLG. VERS.,21040634,2,Unfall,2012
5515,AXA VERS.,809576,16,Unfall,2012
5792,BADEN-BADENER VERS.,276274,6,Unfall,2012
5317,BARMENIA ALLG. VERS.,132847,2,Unfall,2012
5633,BASLER SECURITAS,131672,2,Unfall,2012
5310,BAYER. BEAMTEN VERS.,170779,1,Unfall,2012
5324,BAYER.VERS.VERB.AG,683407,3,Unfall,2012
5338,CONCORDIA VERS.,323360,2,Unfall,2012
5340,CONTINENTALE SACHVERS,655862,9,Unfall,2012
5311,DBV DT. BEAMTEN-VERS.,216551,3,Unfall,2012
5549,DEBEKA ALLGEMEINE,1841488,12,Unfall,2012
5513,DEVK ALLG. VERS.,854117,4,Unfall,2012
5350,DT. RING SACHVERS.,345259,5,Unfall,2012
5562,ERGO DIREKT,285597,4,Unfall,2012
5472,ERGO VERSICHERUNG,2618616,56,Unfall,2012
5473,GENERALI VERSICHERUNG,3632354,15,Unfall,2012
5858,GOTHAER ALLGEMEINE AG,721373,7,Unfall,2012
5501,HANSEMERKUR ALLG.,78725,1,Unfall,2012
5085,HDI VERSICHERUNG,167741,1,Unfall,2012
5512,HDI-GERLING FIRMEN,355186,6,Unfall,2012
5096,HDI-GERLING INDUSTRIE,42503,1,Unfall,2012
5384,HELVETIA VERS. (CH),125287,3,Unfall,2012
5375,HUK-COBURG,993287,2,Unfall,2012
5521,HUK-COBURG ALLG. VERS,526364,1,Unfall,2012
5546,INTER ALLG. VERS.,131766,3,Unfall,2012
5780,INTERRISK VERS.,392852,2,Unfall,2012
5078,JANITOS VERSICHERUNG,153222,3,Unfall,2012
5402,LVM SACH,875018,5,Unfall,2012
5061,MANNHEIMER VERS.,72972,1,Unfall,2012
5412,MECKLENBURG. VERS.,137971,4,Unfall,2012
5426,NÜRNBG. ALLG.,575347,29,Unfall,2012
5446,PROV.NORD BRANDKASSE,342827,2,Unfall,2012
5095,PROV.RHEINLAND VERS.,936109,1,Unfall,2012
5583,PVAG POLIZEIVERS.,318266,3,Unfall,2012
5438,R+V ALLGEMEINE VERS.,1527748,3,Unfall,2012
5125,SIGNAL IDUNA ALLG.,1743969,11,Unfall,2012
5586,STUTTGARTER VERS.,437527,5,Unfall,2012
5790,TARGO VERSICHERUNG,125912,2,Unfall,2012
5400,VGH LAND.BRAND.HAN.,5504264,2,Unfall,2012
5862,VHV ALLGEMEINE VERS.,311997,3,Unfall,2012
5484,VOLKSWOHL-BUND SACH,177764,1,Unfall,2012
5093,WESTF.PROV.VERS.AG,963937,1,Unfall,2012
5783,WÜRTT. VERS.,715218,7,Unfall,2012
5476,WWK ALLGEMEINE VERS.,240539,4,Unfall,2012
4034,ALLIANZ PRIV.KV AG,2524929,111,Kranken,2013
4142,ALTE OLDENBURGER AG,161476,4,Kranken,2013
4112,ARAG KRANKEN,512249,19,Kranken,2013
4095,AXA KRANKEN,1535961,166,Kranken,2013
4042,BARMENIA KRANKEN,1245361,57,Kranken,2013
4134,BAYERISCHE BEAMTEN K,1068931,91,Kranken,2013
4004,CENTRAL KRANKEN,1788724,147,Kranken,2013
4001,CONTINENTALE KRANKEN,1302265,47,Kranken,2013
4028,DEBEKA KRANKEN,3837255,80,Kranken,2013
4131,DEVK KRANKENVERS.-AG,326296,1,Kranken,2013
4044,DKV AG,4444653,185,Kranken,2013
4013,DT. RING KRANKEN,653062,28,Kranken,2013
4121,ENVIVAS KRANKEN,376434,5,Kranken,2013
4126,ERGO DIREKT KRANKEN,1359657,26,Kranken,2013
4053,FREIE ARZTKASSE,29016,2,Kranken,2013
4119,GOTHAER KV AG,579085,62,Kranken,2013
4043,HALLESCHE KRANKEN,635179,35,Kranken,2013
4144,HANSEMERKUR KRANKEN_V,1387113,53,Kranken,2013
4122,HANSEMERKUR S.KRANKEN,5205495,5,Kranken,2013
4117,HUK-COBURG KRANKEN,953960,42,Kranken,2013
4031,INTER KRANKEN,369747,21,Kranken,2013
4011,LANDESKRANKENHILFE,392069,28,Kranken,2013
4109,LVM KRANKEN,313431,6,Kranken,2013
4123,MANNHEIMER KRANKEN,78458,5,Kranken,2013
4037,MÜNCHEN.VEREIN KV,266712,12,Kranken,2013
4125,NÜRNBG. KRANKEN,246400,7,Kranken,2013
4143,PAX-FAMILIENF.KV AG,160393,2,Kranken,2013
4116,R+V KRANKEN,627013,8,Kranken,2013
4002,SIGNAL KRANKEN,1974110,43,Kranken,2013
4039,SÜDDEUTSCHE KRANKEN,625101,3,Kranken,2013
4108,UNION KRANKENVERS.,1083672,36,Kranken,2013
4045,UNIVERSA KRANKEN,361695,20,Kranken,2013
4139,WÜRTT. KRANKEN,217407,3,Kranken,2013
1001,AACHENMüNCHENER LEB.,5318070,101,Leben,2013
1006,ALLIANZ LEBEN,10370248,245,Leben,2013
1007,ALTE LEIPZIGER LEBEN,1204132,21,Leben,2013
1035,ARAG LEBEN,341834,11,Leben,2013
